,index,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony,max_sentence,crime_types_combined,crime_class_type_subtype
14537,14583,2013,2016,White,2,D Felony,Property,Burglary,Parole Granted,7JD,0,1,1,1,5.0,Property_Burglary,D Felony_Property_Burglary
14538,14584,2013,2016,Black,2,C Felony,Drug,Trafficking,Parole Granted,8JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14539,14585,2013,2016,Black,2,C Felony,Drug,Trafficking,Parole Granted,8JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14540,14586,2013,2016,White,1,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,1,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14541,14587,2013,2016,White,2,Felony - Enhanced,Drug,Trafficking,Parole Granted,4JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14542,14588,2013,2016,White,2,Felony - Enhanced,Drug,Trafficking,Parole Granted,4JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14543,14589,2013,2016,Black,1,C Felony,Violent,Other Violent,Parole Granted,1JD,0,1,0,1,10.0,Violent_Other Violent,C Felony_Violent_Other Violent
14544,14590,2013,2016,White,0,C Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14545,14591,2013,2016,White,4,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14546,14592,2013,2016,White,4,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14547,14593,2013,2016,White,4,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14548,14594,2013,2016,White,2,C Felony,Drug,Trafficking,Parole Granted,unknown,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14549,14595,2013,2016,White,2,C Felony,Drug,Trafficking,Parole Granted,unknown,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14550,14596,2013,2016,Black,2,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,1,1,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14551,14597,2013,2016,White,0,C Felony,Drug,Trafficking,Parole Granted,7JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14552,14598,2013,2016,White,2,C Felony,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,1,1,10.0,Property_Theft,C Felony_Property_Theft
14553,14599,2013,2016,White,0,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,unknown,0,1,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14554,14600,2013,2016,White,1,D Felony,Drug,Drug Possession,Parole Granted,4JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14555,14601,2013,2016,Black,1,B Felony,Other,Other Criminal,Parole Granted,1JD,1,1,0,1,50.0,Other_Other Criminal,B Felony_Other_Other Criminal
14556,14602,2013,2016,White,4,D Felony,Violent,Assault,Parole Granted,5JD,1,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
14557,14603,2013,2016,White,4,B Felony,Drug,Trafficking,Parole Granted,8JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14558,14604,2013,2016,White,2,B Felony,Violent,Kidnap,Parole Granted,5JD,0,1,0,1,50.0,Violent_Kidnap,B Felony_Violent_Kidnap
14559,14605,2013,2016,Black,1,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14560,14606,2013,2016,Black,1,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14561,14607,2013,2016,Black,1,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14562,14608,2013,2016,Black,1,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14563,14609,2013,2016,Black,1,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14564,14610,2013,2016,White,4,B Felony,Drug,Trafficking,Parole Granted,5JD,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14565,14611,2013,2016,White,4,B Felony,Drug,Trafficking,Parole Granted,5JD,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14566,14612,2013,2016,White,4,B Felony,Drug,Trafficking,Parole Granted,5JD,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14567,14613,2013,2016,White,4,B Felony,Drug,Trafficking,Parole Granted,5JD,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14568,14614,2013,2016,Black,3,C Felony,Drug,Trafficking,Parole Granted,1JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14569,14615,2013,2016,Black,3,C Felony,Violent,Robbery,Discharged - Expiration of Sentence,unknown,0,0,0,1,10.0,Violent_Robbery,C Felony_Violent_Robbery
14570,14616,2013,2016,Black,3,D Felony,Violent,Assault,Parole Granted,6JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
14571,14617,2013,2016,White,2,C Felony,Property,Arson,Parole Granted,5JD,1,1,0,1,10.0,Property_Arson,C Felony_Property_Arson
14572,14618,2013,2016,White,0,D Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,1JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14573,14619,2013,2016,Hispanic,0,D Felony,Property,Theft,Parole Granted,1JD,1,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
14574,14620,2013,2016,White,2,D Felony,Drug,Trafficking,Parole Granted,5JD,0,1,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14575,14621,2013,2016,White,2,D Felony,Drug,Trafficking,Parole Granted,5JD,0,1,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14576,14622,2013,2016,White,1,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,8JD,1,1,0,0,2.0,Violent_Sex,Aggravated Misdemeanor_Violent_Sex
14577,14623,2013,2016,White,2,D Felony,Property,Burglary,Parole Granted,4JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14578,14624,2013,2016,American Native,3,B Felony,Violent,Murder/Manslaughter,Parole Granted,3JD,0,1,1,1,50.0,Violent_Murder/Manslaughter,B Felony_Violent_Murder/Manslaughter
14579,14625,2013,2016,White,0,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,1,1,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
14580,14626,2013,2016,Hispanic,1,C Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
14581,14627,2013,2016,Asian or Pacific Islander,0,C Felony,Property,Theft,Parole Granted,6JD,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
14582,14628,2013,2016,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,1JD,1,1,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
14583,14629,2013,2016,White,2,B Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14584,14630,2013,2016,White,1,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,1,1,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14585,14631,2013,2016,White,4,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,7JD,0,1,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
14586,14632,2013,2016,White,4,D Felony,Other,Other Criminal,Parole Granted,2JD,0,1,0,1,5.0,Other_Other Criminal,D Felony_Other_Other Criminal
14587,14633,2013,2016,Black,3,D Felony,Property,Burglary,Parole Granted,6JD,0,1,1,1,5.0,Property_Burglary,D Felony_Property_Burglary
14588,14634,2013,2016,White,1,C Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14589,14635,2013,2016,White,1,Sex Offender,Violent,Sex,Released to Special Sentence,3JD,0,1,0,0,10.0,Violent_Sex,Sex Offender_Violent_Sex
14590,14636,2013,2016,White,2,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,1,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14591,14637,2013,2016,Hispanic,1,Felony - Enhanced,Drug,Trafficking,Paroled to Detainer - Iowa,2JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14592,14638,2013,2016,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Paroled w/Immediate Discharge,5JD,0,1,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
14593,14639,2013,2016,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Paroled w/Immediate Discharge,5JD,0,1,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
14594,14640,2013,2016,White,0,Aggravated Misdemeanor,Violent,Other Violent,Parole Granted,8JD,0,1,0,0,2.0,Violent_Other Violent,Aggravated Misdemeanor_Violent_Other Violent
14595,14641,2013,2016,Black,3,C Felony,Violent,Robbery,Parole Granted,5JD,0,1,0,1,10.0,Violent_Robbery,C Felony_Violent_Robbery
14596,14642,2013,2016,Black,1,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,unknown,0,1,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14597,14643,2013,2016,White,0,D Felony,Property,Burglary,Parole Granted,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14598,14644,2013,2016,White,0,D Felony,Property,Burglary,Parole Granted,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14599,14645,2013,2016,White,0,D Felony,Property,Burglary,Parole Granted,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14600,14646,2013,2016,White,0,D Felony,Property,Burglary,Parole Granted,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14601,14647,2013,2016,White,3,D Felony,Drug,Trafficking,Parole Granted,2JD,0,1,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14602,14648,2013,2016,White,3,C Felony,Violent,Sex,Parole Granted,5JD,0,1,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
14603,14649,2013,2016,Hispanic,0,C Felony,Property,Burglary,Parole Granted,unknown,0,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
14604,14650,2013,2016,Hispanic,3,B Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,0,1,0,1,50.0,Violent_Murder/Manslaughter,B Felony_Violent_Murder/Manslaughter
14605,14651,2013,2016,White,1,D Felony,Property,Burglary,Parole Granted,5JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14606,14652,2013,2016,Hispanic,2,D Felony,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
14607,14653,2013,2016,White,3,C Felony,Drug,Trafficking,Parole Granted,3JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14608,14654,2013,2016,Black,3,D Felony,Property,Theft,Parole Granted,8JD,1,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
14609,14655,2013,2016,White,1,D Felony,Drug,Trafficking,Parole Granted,5JD,0,1,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14610,14656,2013,2016,White,1,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,unknown,0,0,1,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
14611,14657,2013,2016,White,1,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,unknown,0,0,1,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
14612,14658,2013,2016,Asian or Pacific Islander,2,D Felony,Drug,Drug Possession,Paroled w/Immediate Discharge,6JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14613,14659,2013,2016,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14614,14660,2013,2016,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14615,14661,2013,2016,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14616,14662,2013,2016,White,2,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,unknown,0,1,0,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
14617,14663,2013,2016,White,4,D Felony,Public Order,OWI,Parole Granted,unknown,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14618,14664,2013,2016,Black,2,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,unknown,0,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14619,14665,2013,2016,Black,0,C Felony,Property,Theft,Parole Granted,2JD,1,1,1,1,10.0,Property_Theft,C Felony_Property_Theft
14620,14666,2013,2016,White,2,D Felony,Drug,Drug Possession,Parole Granted,5JD,1,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14621,14667,2013,2016,White,2,D Felony,Property,Burglary,Parole Granted,2JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14622,14668,2013,2016,White,3,C Felony,Drug,Trafficking,Parole Granted,8JD,0,1,1,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14623,14669,2013,2016,White,1,Aggravated Misdemeanor,Public Order,Traffic,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
14624,14670,2013,2016,Black,2,B Felony,Property,Arson,Parole Granted,1JD,0,1,0,1,50.0,Property_Arson,B Felony_Property_Arson
14625,14671,2013,2016,White,2,C Felony,Property,Arson,Parole Granted,8JD,0,1,0,1,10.0,Property_Arson,C Felony_Property_Arson
14626,14672,2013,2016,White,2,C Felony,Property,Arson,Parole Granted,8JD,0,1,0,1,10.0,Property_Arson,C Felony_Property_Arson
14627,14673,2013,2016,White,1,C Felony,Violent,Assault,Parole Granted,5JD,1,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
14628,14674,2013,2016,White,2,D Felony,Drug,Other Drug,Parole Granted,6JD,0,1,1,1,5.0,Drug_Other Drug,D Felony_Drug_Other Drug
14629,14675,2013,2016,White,2,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,unknown,0,1,0,0,2.0,Other_Other Criminal,Aggravated Misdemeanor_Other_Other Criminal
14630,14676,2013,2016,White,1,C Felony,Drug,Trafficking,Parole Granted,7JD,1,1,1,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14631,14677,2013,2016,White,3,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,0,0,0,1.0,Violent_Assault,Serious Misdemeanor_Violent_Assault
14632,14678,2013,2016,Black,2,D Felony,Public Order,OWI,Parole Granted,6JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14633,14679,2013,2016,Black,2,D Felony,Public Order,OWI,Parole Granted,6JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14634,14680,2013,2016,Black,2,D Felony,Public Order,OWI,Parole Granted,6JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14635,14681,2013,2016,Black,0,D Felony,Drug,Trafficking,Parole Granted,7JD,1,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14636,14682,2013,2016,White,2,B Felony,Violent,Robbery,Parole Granted,7JD,0,1,0,1,50.0,Violent_Robbery,B Felony_Violent_Robbery
14637,14683,2013,2016,Black,2,D Felony,Violent,Assault,Parole Granted,1JD,0,1,1,1,5.0,Violent_Assault,D Felony_Violent_Assault
14638,14684,2013,2016,White,3,D Felony,Public Order,OWI,Parole Granted,2JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14639,14685,2013,2016,White,3,D Felony,Public Order,OWI,Parole Granted,2JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14640,14686,2013,2016,White,3,D Felony,Public Order,OWI,Parole Granted,2JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14641,14687,2013,2016,Black,0,C Felony,Property,Theft,Parole Granted,5JD,1,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
14642,14688,2013,2016,White,3,D Felony,Public Order,Traffic,Parole Granted,8JD,0,1,0,1,5.0,Public Order_Traffic,D Felony_Public Order_Traffic
14643,14689,2013,2016,White,1,B Felony,Drug,Trafficking,Parole Granted,6JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14644,14690,2013,2016,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Paroled w/Immediate Discharge,unknown,0,1,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
14645,14691,2013,2016,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Paroled w/Immediate Discharge,unknown,0,1,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
14646,14692,2013,2016,Black,2,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
14647,14693,2013,2016,White,1,C Felony,Property,Theft,Discharged - Expiration of Sentence,unknown,1,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
14648,14694,2013,2016,White,2,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14649,14695,2013,2016,Black,3,C Felony,Violent,Murder/Manslaughter,Parole Granted,6JD,1,1,0,1,10.0,Violent_Murder/Manslaughter,C Felony_Violent_Murder/Manslaughter
14650,14696,2013,2016,White,1,D Felony,Drug,Drug Possession,Parole Granted,2JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14651,14697,2013,2016,White,1,D Felony,Drug,Drug Possession,Parole Granted,2JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14652,14698,2013,2016,White,1,D Felony,Drug,Drug Possession,Parole Granted,2JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14653,14699,2013,2016,White,1,Aggravated Misdemeanor,Violent,Assault,Paroled to Detainer - Out of State,unknown,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
14654,14700,2013,2016,Hispanic,0,C Felony,Property,Theft,Parole Granted,5JD,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
14655,14701,2013,2016,Black,3,C Felony,Drug,Trafficking,Parole Granted,7JD,0,1,1,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14656,14702,2013,2016,Black,1,D Felony,Property,Theft,Parole Granted,6JD,1,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
14657,14703,2013,2016,Black,2,C Felony,Violent,Robbery,Parole Granted,6JD,1,1,0,1,10.0,Violent_Robbery,C Felony_Violent_Robbery
14658,14704,2013,2016,Black,1,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,unknown,1,0,0,1,5.0,Property_Vandalism,D Felony_Property_Vandalism
14659,14705,2013,2016,White,0,D Felony,Drug,Trafficking,Parole Granted,5JD,0,1,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14660,14706,2013,2016,White,2,B Felony,Violent,Sex,Parole Granted,2JD,0,1,0,1,50.0,Violent_Sex,B Felony_Violent_Sex
14661,14707,2013,2016,Black,2,Aggravated Misdemeanor,Property,Vandalism,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Property_Vandalism,Aggravated Misdemeanor_Property_Vandalism
14662,14708,2013,2016,White,2,D Felony,Public Order,OWI,Parole Granted,2JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14663,14709,2013,2016,White,2,D Felony,Public Order,OWI,Parole Granted,2JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14664,14710,2013,2016,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14665,14711,2013,2016,White,3,C Felony,Violent,Sex,Parole Granted,4JD,0,1,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
14666,14712,2013,2016,White,3,D Felony,Drug,Other Drug,Parole Granted,8JD,0,1,1,1,5.0,Drug_Other Drug,D Felony_Drug_Other Drug
14667,14713,2013,2016,White,0,D Felony,Property,Burglary,Parole Granted,4JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14668,14714,2013,2016,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,7JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14669,14715,2013,2016,White,0,C Felony,Property,Theft,Parole Granted,1JD,1,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
14670,14716,2013,2016,White,1,D Felony,Public Order,Traffic,Parole Granted,2JD,0,1,0,1,5.0,Public Order_Traffic,D Felony_Public Order_Traffic
14671,14717,2013,2016,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14672,14718,2013,2016,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14673,14719,2013,2016,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14674,14720,2013,2016,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14675,14721,2013,2016,White,3,B Felony,Property,Arson,Parole Granted,7JD,0,1,0,1,50.0,Property_Arson,B Felony_Property_Arson
14676,14722,2013,2016,White,0,D Felony,Property,Forgery/Fraud,Parole Granted,8JD,0,1,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
14677,14723,2013,2016,White,2,C Felony,Property,Theft,Parole Granted,2JD,1,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
14678,14724,2013,2016,Hispanic,0,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,unknown,0,0,1,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
14679,14725,2013,2016,White,4,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14680,14726,2013,2016,White,0,D Felony,Violent,Assault,Parole Granted,4JD,1,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
14681,14727,2013,2016,Black,1,D Felony,Property,Forgery/Fraud,Parole Granted,unknown,0,1,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
14682,14728,2013,2016,Black,3,D Felony,Violent,Sex,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Violent_Sex,D Felony_Violent_Sex
14683,14729,2013,2016,White,1,D Felony,Drug,Drug Possession,Paroled to Detainer - Iowa,1JD,1,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14684,14730,2013,2016,White,1,D Felony,Public Order,Weapons,Paroled to Detainer - Out of State,unknown,0,1,1,1,5.0,Public Order_Weapons,D Felony_Public Order_Weapons
14685,14731,2013,2016,White,0,D Felony,Public Order,Flight/Escape,Discharged - Expiration of Sentence,unknown,1,0,0,1,5.0,Public Order_Flight/Escape,D Felony_Public Order_Flight/Escape
14686,14732,2013,2016,Hispanic,1,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,unknown,0,1,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14687,14733,2013,2016,White,1,D Felony,Drug,Drug Possession,Parole Granted,7JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14688,14734,2013,2016,White,1,C Felony,Violent,Murder/Manslaughter,Parole Granted,7JD,0,1,1,1,10.0,Violent_Murder/Manslaughter,C Felony_Violent_Murder/Manslaughter
14689,14735,2013,2016,White,2,D Felony,Violent,Assault,Parole Granted,8JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
14690,14736,2013,2016,White,2,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
14691,14737,2013,2016,White,2,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
14692,14738,2013,2016,White,2,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
14693,14739,2013,2016,Black,2,C Felony,Property,Burglary,Parole Granted,6JD,0,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
14694,14740,2013,2016,Black,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14695,14741,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,1,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14696,14742,2013,2016,White,1,D Felony,Public Order,Other Public Order,Parole Granted,7JD,1,1,1,1,5.0,Public Order_Other Public Order,D Felony_Public Order_Other Public Order
14697,14743,2013,2016,White,3,D Felony,Property,Burglary,Parole Granted,4JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14698,14744,2013,2016,White,4,D Felony,Property,Theft,Parole Granted,2JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
14699,14745,2013,2016,White,0,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,1,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14700,14746,2013,2016,White,1,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Violent_Other Violent,Aggravated Misdemeanor_Violent_Other Violent
14701,14747,2013,2016,White,1,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,0,1,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14702,14748,2013,2016,White,1,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,0,1,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
