,yr_released,report_year,supervising_dist,release_type,race_ethnicity,age_released,sex,crime_class,crime_type,crime_subtype,recidivist,target_pop
10036,2012,2015,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,No,Yes
10037,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No
10038,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No
10039,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No
10040,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No
10041,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No
10042,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No
10043,2012,2015,ISC,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Property,Burglary,No,No
10044,2012,2015,2JD,Parole,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,No,Yes
10045,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,Yes
10046,2012,2015,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,Yes,Yes
10047,2012,2015,3JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,No
10048,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,Yes,No
10049,2012,2015,5JD,Parole,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,Yes
10050,2012,2015,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,25-34,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,Yes
10051,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Property,Theft,No,Yes
10052,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Property,Theft,No,Yes
10053,2012,2015,4JD,Special Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Yes
10054,2012,2015,3JD,Parole,White - Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,Yes
10055,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Special Sentence Revocation,No,No
10056,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Special Sentence Revocation,No,No
10057,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Special Sentence Revocation,No,No
10058,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Special Sentence Revocation,No,No
10059,2012,2015,7JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Property,Theft,No,Yes
10060,2012,2015,4JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,Yes,Yes
10061,2012,2015,ISC,Parole,White - Non-Hispanic,55 and Older,Male,Felony - Enhancement to Original Penalty,Drug,Other Drug,Yes,Yes
10062,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,No
10063,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,No
10064,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,No
10065,2012,2015,6JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,Yes,Yes
10066,2012,2015,ISC,Parole,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,No,Yes
10067,2012,2015,7JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
10068,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,No
10069,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,No
10070,2012,2015,ISC,Parole,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Theft,No,Yes
10071,2012,2015,5JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,Yes
10072,2012,2015,1JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,Yes,Yes
10073,2012,2015,5JD,Parole,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,Yes
10074,2012,2015,1JD,Parole,Black - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Public Order,Traffic,No,No
10075,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,No
10076,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,Yes
10077,2012,2015,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,Yes
10078,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,No
10079,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,No
10080,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,No
10081,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Violent,Robbery,No,Yes
10082,2012,2015,6JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,Yes
10083,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Violent,Assault,No,Yes
10084,2012,2015,6JD,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,Yes
10085,2012,2015,1JD,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
10086,2012,2015,1JD,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
10087,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,No
10088,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Traffic,No,Yes
10089,2012,2015,8JD,Parole,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,Yes
10090,2012,2015,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,Yes
10091,2012,2015,ISC,Parole,White - Hispanic,45-54,Male,C Felony,Violent,Assault,No,No
10092,2012,2015,7JD,Parole,Black - Non-Hispanic,45-54,Female,B Felony,Violent,Murder/Manslaughter,No,Yes
10093,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,No,No
10094,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,No
10095,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,B Felony,Violent,Other Violent,No,No
10096,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,B Felony,Violent,Assault,No,Yes
10097,2012,2015,6JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,Yes
10098,2012,2015,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,No
10099,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Property,Theft,Yes,Yes
10100,2012,2015,4JD,Parole,White - Non-Hispanic,Under 25,Male,Serious Misdemeanor,Public Order,Traffic,No,Yes
10101,2012,2015,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,Yes,Yes
10102,2012,2015,7JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,Yes
10103,2012,2015,4JD,Parole,White - Hispanic,25-34,Male,D Felony,Property,Burglary,No,Yes
10104,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,No
10105,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,No
10106,2012,2015,5JD,Parole,White - Non-Hispanic,55 and Older,Female,D Felony,Property,Theft,No,Yes
10107,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes,No
10108,2012,2015,ISC,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,No
10109,2012,2015,ISC,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,No
10110,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
10111,2012,2015,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,No
10112,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,Yes
10113,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,Yes,No
10114,2012,2015,ISC,Parole,Asian or Pacific Islander - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,No
10115,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,Yes
10116,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,Yes
10117,2014,2017,,,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,No
10118,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Public Order,Flight/Escape,Yes,Yes
10119,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No
10120,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No
10121,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No
10122,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No
10123,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No
10124,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No
10125,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,No,No
10126,2012,2015,3JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,Yes
10127,2012,2015,4JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,Yes
10128,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
10129,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
10130,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
10131,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
10132,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
10133,2012,2015,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,Yes
10134,2012,2015,5JD,Parole,Black - Non-Hispanic,55 and Older,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,Yes
10135,2012,2015,3JD,Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,Yes
10136,2012,2015,4JD,Parole,White - Hispanic,35-44,Male,D Felony,Property,Theft,Yes,Yes
10137,2012,2015,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,Yes
10138,2012,2015,2JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,Yes
10139,2012,2015,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No
10140,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10141,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10142,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10143,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10144,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10145,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10146,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10147,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10148,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10149,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10150,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10151,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10152,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10153,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10154,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No
10155,2012,2015,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,Yes
10156,2012,2015,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,Yes
10157,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,No,Yes
10158,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,No
10159,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,No
10160,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,No
10161,2014,2017,,,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No
10162,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,No
10163,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,No
10164,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,No
10165,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,No
10166,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,No
10167,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No
10168,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No
10169,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No
10170,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,No
10171,2012,2015,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,Yes
10172,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,Yes
10173,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,No
10174,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,No
10175,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,No
10176,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,No
10177,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,No
10178,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,No
10179,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,Yes
10180,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,Yes
10181,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,Yes
10182,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,Yes
10183,2012,2015,3JD,Parole,White - Non-Hispanic,45-54,Female,D Felony,Property,Theft,No,No
10184,2012,2015,ISC,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,No
10185,2012,2015,,Discharged – End of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Animals,Yes,No
10186,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,No,No
10187,2012,2015,8JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,Yes,Yes
10188,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,Yes
10189,2012,2015,7JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,Yes
10190,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,Yes
10191,2012,2015,6JD,Parole,White - Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,Yes
10192,2012,2015,6JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,Yes
10193,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,No
10194,2012,2015,3JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,Yes
10195,2012,2015,3JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,Yes
10196,2012,2015,3JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,Yes
10197,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,No
10198,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,Yes
10199,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,Yes
10200,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Violent,Assault,No,Yes
10201,2012,2015,ISC,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,Yes
10202,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,D Felony,Property,Theft,No,No
10203,2012,2015,3JD,Parole,White - Hispanic,Under 25,Male,D Felony,Violent,Assault,No,Yes
10204,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,Yes
10205,2012,2015,5JD,Parole,White - Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
10206,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No
10207,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No
10208,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No
10209,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No
10210,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No
10211,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No
10212,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No
10213,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,No
10214,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,No
10215,2012,2015,5JD,Parole,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Theft,Yes,Yes
10216,2012,2015,7JD,Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,Yes
10217,2012,2015,6JD,Special Sentence,Black - Non-Hispanic,Under 25,Male,Special Sentence 2005,Violent,Sex,No,Yes
10218,2012,2015,3JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,Yes
10219,2012,2015,4JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Yes
10220,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,No,Yes
10221,2012,2015,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Yes
10222,2012,2015,ISC,Parole,White - Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,Yes
10223,2012,2015,5JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
10224,2012,2015,1JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Property,Theft,Yes,Yes
10225,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,No
10226,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,No
10227,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,No
10228,2012,2015,1JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,Yes
10229,2012,2015,,Discharged – End of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,No,No
10230,2012,2015,,Discharged – End of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,No,No
10231,2012,2015,3JD,Parole,White - Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,Yes
10232,2012,2015,ISC,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,Yes
10233,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Property,Theft,No,No
10234,2012,2015,1JD,Parole,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,Yes
10235,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,No
10236,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,No
10237,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,No
10238,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,No
10239,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,No
10240,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,No
10241,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,No
10242,2012,2015,5JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,Yes
10243,2012,2015,2JD,Parole,White - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,No,Yes
10244,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,Yes,No
10245,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,Yes,Yes
10246,2012,2015,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,Yes
10247,2012,2015,5JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Yes
10248,2012,2015,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,Yes
10249,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,Yes
10250,2012,2015,2JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,Yes
10251,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,No
10252,2012,2015,7JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Other Drug,Yes,Yes
10253,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No
10254,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No
10255,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No
10256,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No
10257,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No
10258,2012,2015,2JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,Yes
10259,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,Yes,Yes
10260,2012,2015,ISC,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,No
10261,2012,2015,ISC,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,No
10262,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,No
10263,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,Yes
10264,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,Yes
10265,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,Yes
10266,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,Yes
10267,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,Yes
