fiscal_year_released,recidivism_reporting_year,main_supervising_district,release_type,race_ethnicity,age_at_release,sex,offense_class,offense_type,offense_subtype,return_to_prison,days_return,recidivism_type,new_offense_class,new_offense_type,new_offense_subtype,target_population
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,1JD,Parole,White - Non-Hispanic,Under 25,Male,B Felony,Drug,Trafficking,Yes,547.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,988.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,Yes,881.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,830.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
2010,2013,1JD,Parole,White - Non-Hispanic,55 and Older,Male,Felony - Enhanced,Drug,Trafficking,Yes,700.0,New,D Felony,Drug,Drug Possession,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,228.0,New,C Felony,Property,Burglary,Yes
2010,2013,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,173.0,Tech,,,,Yes
2010,2013,3JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,Yes,620.0,New,D Felony,Public Order,Other Public Order,No
2010,2013,7JD,Parole,White - Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,825.0,Tech,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,677.0,New,C Felony,Drug,Trafficking,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,1040.0,New,C Felony,Property,Burglary,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,Yes,259.0,New,Simple Misdemeanor,Public Order,Other Public Order,No
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,795.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
2010,2013,1JD,Parole,White - Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,70.0,Tech,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,251.0,Tech,,,,Yes
2010,2013,7JD,Parole,White - Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,B Felony,Violent,Murder/Manslaughter,Yes,391.0,New,D Felony,Violent,Assault,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Felony - Enhanced,Property,Theft,Yes,769.0,Tech,,,,No
2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,134.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Serious Misdemeanor,Violent,Assault,Yes,477.0,New,Aggravated Misdemeanor,Drug,Drug Possession,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,6JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Other,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,518.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
2010,2013,7JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,35-44,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,359.0,New,D Felony,Drug,Drug Possession,No
2010,2013,5JD,Parole,Black - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,Yes,350.0,Tech,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Burglary,Yes,321.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,4JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,492.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Sex,Yes,342.0,New,D Felony,Property,Theft,No
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Property,Theft,Yes,134.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,6JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,282.0,New,D Felony,Property,Forgery/Fraud,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,243.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,605.0,New,C Felony,Property,Arson,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Arson,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Arson,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Arson,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,988.0,New,Aggravated Misdemeanor,Property,Vandalism,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,778.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
2010,2013,7JD,Special Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,Yes,75.0,Tech,,,,Yes
2010,2013,1JD,Parole,White - Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,176.0,Tech,,,,Yes
2010,2013,2JD,Parole,White - Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,273.0,Tech,,,,No
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,45-54,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,222.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,No
2010,2013,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,184.0,New,D Felony,Violent,Assault,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,Yes,393.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Other Drug,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Other Drug,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,360.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,Yes,1086.0,New,D Felony,Property,Theft,No
2010,2013,6JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Female,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,Yes,284.0,Tech,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,541.0,New,C Felony,Property,Burglary,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,394.0,Tech,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,531.0,New,Serious Misdemeanor,Public Order,OWI,No
2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,632.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,6JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Arson,Yes,642.0,New,Serious Misdemeanor,Violent,Assault,No
2010,2013,3JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,45-54,Female,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Property,Arson,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
