,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,crime_class_map,race_ethnicity_map,release_type_map,recidivist_map,target_pop_map,sex_map,age_released_map
16749,2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,1,0,0,2
16750,2013,2016,White - Non-Hispanic,45-54,C Felony,Property,Arson,Paroled w/Immediate Discharge,8JD,Yes,Yes,Female,C Felony,White,Paroled,1,1,1,3
16751,2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Released to Special Sentence,6JD,Yes,Yes,Male,C Felony,White,Special Sentence,1,1,0,1
16752,2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole Granted,2JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,2
16753,2013,2016,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole Granted,6JD,No,Yes,Male,D Felony,Black,Parole,0,1,0,0
16754,2013,2016,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,5JD,Yes,Yes,Female,Aggravated Misdemeanor,Black,Parole,1,1,1,2
16755,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,1,1,0,2
16756,2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,3JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,1
16757,2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Yes,Female,D Felony,White,Parole,0,1,1,2
16758,2013,2016,White - Hispanic,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,No,No,Male,D Felony,Hispanic,Discharged - End of Sentence,0,0,0,1
16759,2013,2016,White - Non-Hispanic,Under 25,B Felony,Violent,Other Violent,Parole Granted,1JD,No,Yes,Male,B Felony,White,Parole,0,1,0,0
16760,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,8JD,No,Yes,Female,Felony - Enhancement to Original Penalty,White,Parole,0,1,1,2
16761,2013,2016,Black - Non-Hispanic,35-44,B Felony,Violent,Other Violent,Parole Granted,3JD,No,Yes,Male,B Felony,Black,Parole,0,1,0,2
16762,2013,2016,Black - Non-Hispanic,35-44,B Felony,Violent,Other Violent,Parole Granted,3JD,No,Yes,Male,B Felony,Black,Parole,0,1,0,2
16763,2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,1JD,No,Yes,Male,D Felony,White,Parole,0,1,0,1
16764,2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,2
16765,2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,unknown,Yes,No,Male,D Felony,White,Discharged - End of Sentence,1,0,0,1
16766,2013,2016,Black - Non-Hispanic,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,No,No,Male,Felony - Enhancement to Original Penalty,Black,Discharged - End of Sentence,0,0,0,0
16767,2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Paroled w/Immediate Discharge,8JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,0
16768,2013,2016,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole Granted,1JD,Yes,Yes,Male,C Felony,Black,Parole,1,1,0,1
16769,2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Paroled to Detainer - Iowa,7JD,No,Yes,Female,C Felony,White,Paroled to Detainer,0,1,1,1
16770,2013,2016,White - Non-Hispanic,55 and Older,B Felony,Violent,Sex,Paroled w/Immediate Discharge,unknown,No,Yes,Male,B Felony,White,Paroled,0,1,0,4
16771,2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,1
16772,2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole Granted,3JD,Yes,Yes,Female,D Felony,White,Parole,1,1,1,2
16773,2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,Yes,Yes,Male,Aggravated Misdemeanor,White,Special Sentence,1,1,0,0
16774,2013,2016,Black - Non-Hispanic,35-44,C Felony,Violent,Assault,Parole Granted,unknown,No,Yes,Male,C Felony,Black,Parole,0,1,0,2
16775,2013,2016,White - Hispanic,45-54,D Felony,Public Order,OWI,Paroled w/Immediate Discharge,unknown,No,Yes,Male,D Felony,Hispanic,Paroled,0,1,0,3
16776,2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole Granted,7JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,0
16777,2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,C Felony,White,Parole,1,1,0,1
16778,2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole Granted,3JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,1
16779,2013,2016,White - Non-Hispanic,35-44,B Felony,Violent,Other Violent,Parole Granted,6JD,No,Yes,Male,B Felony,White,Parole,0,1,0,2
16780,2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,1,0,0,1
16781,2013,2016,White - Hispanic,25-34,B Felony,Other,Other Criminal,Parole Granted,2JD,Yes,Yes,Male,B Felony,Hispanic,Parole,1,1,0,1
16782,2013,2016,White - Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,1JD,Yes,Yes,Male,Aggravated Misdemeanor,Hispanic,Paroled,1,1,0,1
16783,2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,Yes,No,Male,D Felony,White,Discharged - End of Sentence,1,0,0,1
16784,2013,2016,Black - Non-Hispanic,55 and Older,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,Yes,Male,D Felony,Black,Parole,0,1,0,4
16785,2013,2016,White - Non-Hispanic,55 and Older,B Felony,Other,Other Criminal,Parole Granted,7JD,No,Yes,Male,B Felony,White,Parole,0,1,0,4
16786,2013,2016,American Indian or Alaska Native - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole Granted,unknown,No,Yes,Male,C Felony,American Native,Parole,0,1,0,1
16787,2013,2016,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,C Felony,Black,Parole,0,1,0,1
16788,2013,2016,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,C Felony,Black,Parole,0,1,0,1
16789,2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Paroled to Detainer - Iowa,4JD,Yes,Yes,Male,D Felony,White,Paroled to Detainer,1,1,0,0
16790,2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole Granted,2JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,1
16791,2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole Granted,4JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,2
16792,2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,Yes,No,Male,D Felony,White,Discharged - End of Sentence,1,0,0,0
16793,2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male,C Felony,White,Parole,1,1,0,1
16794,2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male,D Felony,Black,Parole,0,1,0,1
16795,2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,unknown,No,Yes,Female,Aggravated Misdemeanor,White,Paroled,0,1,1,3
16796,2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,unknown,No,Yes,Female,Aggravated Misdemeanor,White,Paroled,0,1,1,3
16797,2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,5JD,Yes,Yes,Male,Aggravated Misdemeanor,White,Parole,1,1,0,1
16798,2013,2016,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,No,No,Male,C Felony,White,Discharged - End of Sentence,0,0,0,4
16799,2013,2016,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,No,No,Male,C Felony,White,Discharged - End of Sentence,0,0,0,4
16800,2013,2016,White - Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole Granted,2JD,No,Yes,Male,C Felony,Hispanic,Parole,0,1,0,1
16801,2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,8JD,Yes,Yes,Male,Aggravated Misdemeanor,White,Parole,1,1,0,2
16802,2013,2016,White - Non-Hispanic,45-54,D Felony,Public Order,Weapons,Parole Granted,2JD,No,Yes,Male,D Felony,White,Parole,0,1,0,3
16803,2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Released to Special Sentence,8JD,Yes,Yes,Male,C Felony,White,Special Sentence,1,1,0,1
16804,2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,1,0,0,2
16805,2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,2
16806,2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Parole Granted,7JD,No,Yes,Female,D Felony,Black,Parole,0,1,1,1
16807,2013,2016,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,5JD,No,Yes,Male,B Felony,White,Paroled to Detainer,0,1,0,2
16808,2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Forgery/Fraud,Parole Granted,2JD,No,Yes,Male,C Felony,White,Parole,0,1,0,1
16809,2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,8JD,No,Yes,Male,D Felony,White,Parole,0,1,0,3
16810,2013,2016,Black - Non-Hispanic,35-44,D Felony,Other,Other Criminal,Discharged - Expiration of Sentence,unknown,No,No,Male,D Felony,Black,Discharged - End of Sentence,0,0,0,2
16811,2013,2016,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,unknown,Yes,No,Male,D Felony,Black,Discharged - End of Sentence,1,0,0,0
16812,2013,2016,White - Non-Hispanic,45-54,C Felony,Other,Other Criminal,Parole Granted,5JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16813,2013,2016,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female,C Felony,White,Parole,1,1,1,0
16814,2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,0
16815,2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male,D Felony,White,Parole,0,1,0,3
16816,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16817,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16818,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16819,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16820,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16821,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16822,2013,2016,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Paroled to Detainer - Out of State,7JD,No,Yes,Female,D Felony,White,Paroled to Detainer,0,1,1,0
16823,2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Female,D Felony,White,Parole,1,1,1,1
16824,2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Yes,Female,C Felony,White,Parole,1,1,1,1
16825,2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole Granted,2JD,No,Yes,Male,D Felony,Black,Parole,0,1,0,1
16826,2013,2016,White - Non-Hispanic,35-44,Special Sentence 2005,Violent,Sex,Released to Special Sentence,6JD,No,Yes,Male,Sex Offender,White,Special Sentence,0,1,0,2
16827,2013,2016,White - Non-Hispanic,55 and Older,D Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,No,Yes,Male,D Felony,White,Parole,0,1,0,4
16828,2013,2016,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Female,D Felony,Black,Parole,0,1,1,1
16829,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,1
16830,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,1
16831,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,1
16832,2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,Aggravated Misdemeanor,White,Parole,1,1,0,1
16833,2013,2016,American Indian or Alaska Native - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,No,No,Male,C Felony,American Native,Discharged - End of Sentence,0,0,0,1
16834,2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole Granted,1JD,No,Yes,Male,C Felony,White,Parole,0,1,0,1
16835,2013,2016,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,No,Yes,Male,Aggravated Misdemeanor,Black,Parole,0,1,0,0
16836,2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,Yes,No,Male,C Felony,White,Discharged - End of Sentence,1,0,0,1
16837,2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Released to Special Sentence,5JD,Yes,Yes,Male,C Felony,White,Special Sentence,1,1,0,1
16838,2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,D Felony,Black,Parole,0,1,0,1
16839,2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,D Felony,Black,Parole,0,1,0,1
16840,2013,2016,Black - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,Felony - Enhancement to Original Penalty,Black,Parole,1,1,0,4
16841,2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,0
16842,2013,2016,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male,Felony - Enhancement to Original Penalty,Black,Parole,1,1,0,2
16843,2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Paroled w/Immediate Discharge,1JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,2
16844,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,1,1,0,2
16845,2013,2016,White - Non-Hispanic,35-44,D Felony,Violent,Murder/Manslaughter,Parole Granted,2JD,No,Yes,Male,D Felony,White,Parole,0,1,0,2
16846,2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,Traffic,Parole Granted,5JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,2
16847,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16848,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16849,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16850,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16851,2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,C Felony,White,Parole,0,1,0,3
16852,2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole Granted,5JD,Yes,Yes,Male,C Felony,White,Parole,1,1,0,1
16853,2013,2016,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole Granted,4JD,No,Yes,Female,D Felony,White,Parole,0,1,1,2
16854,2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,3
16855,2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,Yes,No,Male,D Felony,White,Discharged - End of Sentence,1,0,0,2
16856,2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,1,0,0,1
16857,2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,B Felony,White,Parole,1,1,0,1
16858,2013,2016,American Indian or Alaska Native - Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,D Felony,American Native,Parole,0,1,0,1
16859,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,1,1,0,1
16860,2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,unknown,No,Yes,Male,Aggravated Misdemeanor,White,Parole,0,1,0,1
16861,2013,2016,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,0,0,0,4
16862,2013,2016,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,0,0,0,4
16863,2013,2016,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,0,0,0,4
16864,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Female,Felony - Enhancement to Original Penalty,White,Parole,1,1,1,1
16865,2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole Granted,8JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,2
16866,2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Other Violent,Parole Granted,2JD,No,Yes,Male,Aggravated Misdemeanor,White,Parole,0,1,0,0
16867,2013,2016,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,unknown,No,Yes,Male,C Felony,Black,Paroled to Detainer,0,1,0,2
16868,2013,2016,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Discharged - Expiration of Sentence,unknown,No,No,Male,C Felony,Black,Discharged - End of Sentence,0,0,0,1
16869,2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,1,0,0,0
16870,2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Arson,Parole Granted,1JD,No,Yes,Male,C Felony,White,Parole,0,1,0,1
16871,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged - Expiration of Sentence,unknown,Yes,No,Male,Felony - Enhancement to Original Penalty,White,Discharged - End of Sentence,1,0,0,2
16872,2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,3
16873,2013,2016,Asian or Pacific Islander - Non-Hispanic,25-34,C Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Female,C Felony,Asian or Pacific Islander,Parole,1,1,1,1
16874,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,2
16875,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,2
16876,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,2
16877,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,2
16878,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,2
16879,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,2
16880,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,2
16881,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,2
16882,2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,2
16883,2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,Yes,Yes,Male,D Felony,White,Parole,1,1,0,1
16884,2013,2016,White - Non-Hispanic,Under 25,C Felony,Property,Vandalism,Parole Granted,5JD,Yes,Yes,Male,C Felony,White,Parole,1,1,0,0
16885,2013,2016,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Hispanic,Discharged - End of Sentence,0,0,0,1
16886,2013,2016,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Hispanic,Discharged - End of Sentence,0,0,0,1
16887,2013,2016,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Hispanic,Discharged - End of Sentence,0,0,0,1
16888,2013,2016,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Hispanic,Discharged - End of Sentence,0,0,0,1
16889,2013,2016,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Hispanic,Discharged - End of Sentence,0,0,0,1
16890,2013,2016,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,1,0,0,2
16891,2013,2016,White - Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,C Felony,Hispanic,Parole,0,1,0,1
16892,2013,2016,Black - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,No,No,Male,D Felony,Black,Discharged - End of Sentence,0,0,0,3
16893,2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,Yes,Yes,Male,Aggravated Misdemeanor,White,Special Sentence,1,1,0,0
16894,2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Sex,Released to Special Sentence,5JD,No,Yes,Male,D Felony,White,Special Sentence,0,1,0,1
16895,2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,7JD,No,Yes,Male,Aggravated Misdemeanor,White,Parole,0,1,0,3
16896,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,1
16897,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,1
16898,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,1
16899,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,1
16900,2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Parole,0,1,0,1
16901,2013,2016,American Indian or Alaska Native - Non-Hispanic,45-54,D Felony,Public Order,Weapons,Parole Granted,3JD,No,Yes,Male,D Felony,American Native,Parole,0,1,0,3
